College Code,College Name,Branch Name,OC Boys,OC Girls,EWS Boys,EWS Girls,SC Boys,SC Girls,ST Boys,ST Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls
"VJIT","VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS MOINABAD","COMPUTER SCIENCE AND ENGINEERING",18461,15427,16512,19340,67943,141747,51797,54939,43854,41984,26115,27127,85435,NA,23994,25722,27415,33323
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS YENKAPALLY","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",18917,39098,35662,40869,112196,117477,89659,103420,78813,68007,50693,47032,NA,NA,50478,47014,77410,98606
"ANUG","ANURAG UNIVERSITY FORMERLY ANURAG GRP OF INSTNS CVSR COLL OF ENGG GHATKESAR","INFORMATION TECHNOLOGY",19009,18149,15764,17903,64267,70462,57041,77939,44287,46292,29038,23638,75419,97939,23392,23867,45583,46266
"MLID","M L R INSTITUTE OF TECHNOLOGY AUTONOMOUS DUNDIGAL","COMPUTER SCIENCE AND ENGINEERING",19210,21273,19921,20854,104171,72173,84160,90427,51638,52091,36121,30826,30895,159134,32389,30369,49803,57518
"GNIT","GURUNANAK INST OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",19261,22894,18296,22190,64443,138349,63089,76182,46603,49333,33067,31727,NA,89705,27807,28175,46269,52659
"CBIT","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY GANDIPET","MECHANICAL ENGINEERING",19553,25331,21095,31927,75615,68603,46103,84491,51731,67932,26648,37994,65014,NA,31005,44723,43665,70302
"CVRH","CVR COLLEGE OF ENGINEERING IBRAHIMPATAN","ELECTRICAL AND ELECTRONICS ENGINEERING",19571,NA,14238,18156,50123,45357,48158,43587,59920,54623,24458,26765,NA,NA,22986,NA,42516,NA
"JNTS","JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR SULTANPUR","ELECTRONICS AND COMMUNICATION ENGINEERING",19606,18579,21989,28997,52305,63988,40857,36853,42501,51498,30268,34180,NA,NA,28716,31174,42771,51532
"GNIT","GURUNANAK INST OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING",19641,18305,17166,19479,98483,58258,63422,64352,42468,38856,30232,25602,51084,NA,26934,28020,41786,37886
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING DUNDIGAL","AERONAUTICAL ENGINEERING",19671,17764,24229,33704,36859,50565,82086,81476,45791,51037,26734,28665,NA,NA,25400,25388,33562,81671
"MECS","MATRUSRI ENGINEERING COLLEGE AUTONOMOUS HYDERABAD","COMPUTER SCIENCE AND ENGINEERING",19689,17419,17231,21157,73893,63675,70256,68690,42915,42704,28958,28268,67335,NA,29913,31233,33478,31889
"KUWL","KU COLLEGE OF ENGINEERING AND TECHNOLOGY WARANGAL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",19739,25800,34567,39548,44222,59530,60772,59294,51068,52540,35247,34711,NA,NA,36343,33701,68038,61593
"CBIT","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY GANDIPET","CIVIL ENGINEERING",19849,23552,27821,41455,59583,158902,44213,39199,45302,52174,32401,37276,NA,97761,35372,36718,42544,40092
"BVRI","B V RAJU INSTITUTE OF TECHNOLOGY NARSAPUR","ELECTRICAL AND ELECTRONICS ENGINEERING",20188,22634,20346,30796,61429,66469,44346,77013,63983,62705,30358,46979,NA,NA,33632,36187,NA,NA
"MECS","MATRUSRI ENGINEERING COLLEGE AUTONOMOUS HYDERABAD","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",20321,17496,17840,21105,144253,77987,73679,83677,45395,29789,28040,26529,NA,NA,27630,29450,36833,NA
"VASV","VASAVI COLLEGE OF ENGINEERING HYDERABAD","MECHANICAL ENGINEERING",20482,31558,26291,37176,78744,142669,57012,85518,67104,55631,42642,52175,67389,NA,32214,50231,34090,NA
"VJIT","VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS MOINABAD","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",20636,18907,17956,21479,112493,61887,64054,69512,43863,40041,30332,29864,NA,NA,25538,34734,37655,50032
"OUCE","O U COLLEGE OF ENGG HYDERABAD HYDERABAD","BIOMEDICAL ENGINEERING",20927,16078,28933,38357,56061,58108,70530,NA,32177,NA,42078,33138,NA,49105,25411,NA,36442,NA
"KMEC","KESHAV MEMORIAL ENGINEERING COLLEGE KACHWANISINGARAM","COMPUTER SCIENCE AND ENGINEERING",21265,19362,18173,22233,88529,83771,100103,103725,48695,45670,27550,29292,50327,68675,27138,27806,63636,56740
"KITS","KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI WARANGAL","COMPUTER SCIENCE AND ENGINEERING",21317,20989,24491,29297,50316,58644,66221,69637,46881,44625,34305,27427,46074,NA,34882,31286,37713,30162
"GNIT","GURUNANAK INST OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",21382,18440,NA,23350,60409,71383,58615,69590,44373,43217,30500,33062,60767,NA,29680,31121,47440,NA
"KMEC","KESHAV MEMORIAL ENGINEERING COLLEGE KACHWANISINGARAM","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",21578,16734,17167,23385,88376,106325,102821,104740,38708,37154,33199,30343,NA,63676,29087,24171,52465,54978
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING",21712,21611,24767,30902,75644,78513,69044,69953,56157,48305,37008,38839,94470,111775,29223,34296,53157,55341
"MLID","M L R INSTITUTE OF TECHNOLOGY AUTONOMOUS DUNDIGAL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",21731,24333,19937,23862,147692,81058,81631,92352,48119,42447,30010,30545,57901,NA,27764,33150,51979,55977
"KMCE","KESHAV MEMORIAL COLLEGE OF ENGINEERING IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING",21837,21490,23601,33691,110609,135200,101826,112724,53761,59812,35640,34975,139178,NA,31867,34187,53211,66291
"CMRK","C M R COLLEGE OF ENGG AND TECHNOLOGY KANDLAKOYA","ELECTRONICS AND COMMUNICATION ENGINEERING",21852,24089,21482,25215,83721,80429,81682,98063,55362,53069,32015,32238,NA,NA,32435,28944,42366,64581
"GLWC","GOKARAJU LAILAVATHI ENGINEERING COLLEGE BACHUPALLY","COMPUTER SCIENCE AND ENGINEERING",21971,21616,20871,26347,142467,82767,144562,129374,41520,42739,34805,33021,NA,76349,36604,34794,66235,49199
"GLWC","GOKARAJU LAILAVATHI ENGINEERING COLLEGE BACHUPALLY","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",22037,20674,18790,24809,55111,94545,133446,124699,47308,47891,26396,31708,NA,57806,31716,31662,40191,48779
"JNTHMT","JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH 5 YEAR INTEGRATED MTECH SELF FINANCE KUKATPALLY","BTECH MECHANICAL WITH MTECH MANUFACTURING SYSTEMS",22487,30152,35601,44964,76599,31661,46557,NA,80515,75639,42591,61772,NA,NA,39726,NA,NA,NA
"JNKR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL AUTONOMOUS JAGITIAL","ELECTRONICS AND COMMUNICATION ENGINEERING",22931,24114,32908,31881,66942,63540,62642,73181,54789,43380,33919,30884,NA,NA,37954,36269,106910,71353
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",23087,24271,21129,27174,65237,57192,65291,73760,49916,46481,35005,38103,54351,NA,36258,34176,42346,52348
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH AUTONOMOUS BACHUPALLY","MECHANICAL ENGINEERING",23159,31572,28537,44984,95427,71097,65556,NA,64117,74519,NA,56224,NA,NA,35919,51330,53599,NA
"VJEC","V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH BACHUPALLY","CIVIL ENGINEERING",23404,26727,28959,39382,75378,111650,61057,50664,69300,51667,46016,51788,90611,NA,40331,37575,40968,45453
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS KEESARA","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",23443,18373,16296,18244,70017,101555,70344,84827,51384,45485,30664,26953,NA,94824,30270,29747,49360,51450
"KITS","KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI WARANGAL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",23667,15141,24967,28149,58642,62933,73921,80547,55345,53500,34873,34933,50507,NA,32978,30091,32543,30918
"ANUG","ANURAG UNIVERSITY FORMERLY ANURAG GRP OF INSTNS CVSR COLL OF ENGG GHATKESAR","ELECTRONICS AND COMMUNICATION ENGINEERING",23830,23075,21282,25021,141898,153235,61494,77618,52485,47939,35717,32294,88112,NA,31383,31502,62666,55384
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY AUTONOMOUS GANDIPET","MECHANICAL MECHTRONICS ENGINEERING",24191,45886,27543,63617,116345,161330,129786,NA,68146,102256,38613,58313,122046,NA,38050,67980,NA,NA
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",24582,22933,23577,24872,125429,79932,88325,88427,55706,47160,38327,35763,66958,NA,35350,34855,53095,77516
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",24982,22448,23378,28447,124777,147828,81236,94909,60378,52126,38149,34449,69967,81871,36538,33652,57550,81538
"CMRM","CMR INSTITUTE OF TECHNOLOGY AUTONOMOUS KANDLAKOYA","COMPUTER SCIENCE AND ENGINEERING",25070,25054,22531,28352,97677,84683,83504,101063,56571,55409,35907,37182,104803,NA,34489,33832,51144,48846
"JNTH","JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD HYDERABAD","BIOTECHNOLOGY",25143,26770,NA,39936,54886,74791,39410,36737,48891,NA,38812,42023,NA,NA,44822,NA,35607,72617
"KITS","KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI WARANGAL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",25159,21272,26549,33238,65248,69049,80884,87182,53722,52772,37533,37236,35413,NA,34390,34567,42459,47787
"VMEG","VARDHAMAN COLLEGE OF ENGINEERING AUTONOMOUS SHAMSHABAD","ELECTRICAL AND ELECTRONICS ENGINEERING",25172,22044,27181,29563,65339,69159,53286,68365,72240,79729,37991,36517,NA,NA,34834,36878,61990,74560
"JNKR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL AUTONOMOUS JAGITIAL","INFORMATION TECHNOLOGY",25181,25280,30583,31704,84740,77548,77895,95425,44894,42725,36894,32865,NA,NA,42742,42394,54582,46669
"MVSR","M V S R ENGINEERING COLLEGE AUTONOMOUS NADERGUL","ELECTRICAL AND ELECTRONICS ENGINEERING",25271,26646,24455,35246,84155,96281,69715,85971,66277,76714,40379,32450,NA,NA,35301,36925,47509,NA
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS KEESARA","ELECTRONICS AND COMMUNICATION ENGINEERING",25411,20559,20049,25606,78900,104669,78441,82240,52541,45536,34022,32767,44584,NA,30813,32624,66881,80992
"VASV","VASAVI COLLEGE OF ENGINEERING HYDERABAD","CIVIL ENGINEERING",25467,22866,30551,36439,124438,84983,49156,50694,69282,97238,45197,50419,67008,NA,38581,47870,42021,NA
"ACEG","A C E ENGINEERING COLLEGE AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",25653,26650,26473,34191,133338,78418,100796,100518,51744,52666,39829,41766,75554,NA,37476,37139,56190,74297
"KMCE","KESHAV MEMORIAL COLLEGE OF ENGINEERING IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",25659,25701,24279,30521,116198,134245,121767,138678,77021,70982,47969,40069,56344,NA,39103,36932,71725,64243
"CVRH","CVR COLLEGE OF ENGINEERING IBRAHIMPATAN","ELECTRONICS AND INSTRUMENTATION ENGINEERING",25811,27620,NA,NA,82342,122009,89470,NA,NA,66720,42182,NA,NA,NA,35135,42123,45166,147897
"ACEG","A C E ENGINEERING COLLEGE AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",25900,30107,28711,33765,119138,96056,107209,105683,65737,55361,42814,43727,86834,NA,40875,39231,68589,74366
"MLID","M L R INSTITUTE OF TECHNOLOGY AUTONOMOUS DUNDIGAL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",25997,25476,20746,25193,83656,148925,87711,111348,53761,50936,36059,39233,NA,NA,34774,34332,49461,61891
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING DUNDIGAL","ELECTRICAL AND ELECTRONICS ENGINEERING",26002,29838,30056,37459,81307,117958,77299,NA,97570,NA,43429,NA,41645,NA,36991,NA,75161,NA
"SNIS","SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY GHATKESAR","ELECTRICAL AND ELECTRONICS ENGINEERING",26018,NA,28053,40795,75880,127975,65196,73859,68175,NA,43242,44800,NA,NA,37846,45915,104045,130269
"VJIT","VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS MOINABAD","INFORMATION TECHNOLOGY",26163,24557,21631,25900,146032,88955,86881,85674,52816,49103,36091,34412,NA,144413,32643,35437,46393,55894
"GNIT","GURUNANAK INST OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","INFORMATION TECHNOLOGY",26241,29133,26224,28534,101729,155211,76319,99646,61324,57892,35921,36432,NA,NA,39415,38400,46407,74941
"MRCE","MALLA REDDY COLLEGE OF ENGINEERING MYSAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING",26278,28167,31512,35578,112548,78568,85893,114882,69948,70753,47357,39746,141827,113506,40925,40924,70675,75373
"ACEG","A C E ENGINEERING COLLEGE AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",26327,25720,25786,28750,135985,95471,90669,89094,71014,66584,43103,39721,74282,86674,40210,38404,63932,65560
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY AUTONOMOUS GANDIPET","MECHANICAL ENGINEERING",26467,38550,34683,49046,96064,156955,68802,137969,69935,88728,54979,67494,NA,NA,35364,64158,53073,NA
"MECS","MATRUSRI ENGINEERING COLLEGE AUTONOMOUS HYDERABAD","ELECTRONICS AND COMMUNICATION ENGINEERING",26557,25890,26983,30826,121994,144346,109879,125668,62209,63295,38144,37065,NA,NA,37999,40284,51835,51226
"MECS","MATRUSRI ENGINEERING COLLEGE AUTONOMOUS HYDERABAD","INFORMATION TECHNOLOGY",26568,23319,21379,25013,112577,121848,105051,126875,53640,55101,34485,38991,136895,NA,34054,36696,51774,62674
"SRHP","SR UNIVERSITY FORMERLY S R ENGINEERING COLLEGE HASANPARTHY","COMPUTER SCIENCE AND ENGINEERING",26734,20059,23279,31450,58252,64492,43230,58736,54380,43251,30944,30624,NA,NA,33258,32836,44857,47762
"MRCE","MALLA REDDY COLLEGE OF ENGINEERING MYSAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",27279,30901,31718,37571,114535,92498,88399,136792,68240,67735,42060,49134,99497,NA,42684,41989,60707,47269
"MREM","MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES AUTONOMOUS MEDCHAL","ELECTRONICS AND COMMUNICATION ENGINEERING",27407,NA,43053,63688,133455,137316,126906,NA,NA,NA,67543,62514,61091,NA,55647,64932,101275,NA
"CMRG","CMR TECHNICAL CAMPUS AUTONOMOUS KANDLAKOYA","COMPUTER SCIENCE AND ENGINEERING",27439,26754,27793,33057,155882,89992,85724,86890,65713,66198,40406,39918,65916,72961,42931,38886,56110,62967
"CBIT","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY GANDIPET","CHEMICAL ENGINEERING",27444,29707,29452,37436,96927,83726,69046,62022,37093,110077,46629,42886,39044,NA,40074,43899,NA,80915
"MLRD","MALLA REDDY COLLEGE OF ENGG TECHNOLOGY AUTONOMOUS MYSAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING",27716,25811,27559,31262,85129,81186,76436,87567,61000,60496,44088,40895,76443,90635,39117,38652,51108,50707
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS ABIDS","COMPUTER SCIENCE AND ENGINEERING",27942,37637,43605,49448,148933,120009,114154,122153,64975,60653,53869,61295,NA,NA,51697,61315,41021,50774
"CVRH","CVR COLLEGE OF ENGINEERING IBRAHIMPATAN","CIVIL ENGINEERING",28020,NA,30802,40878,91929,105450,NA,NA,NA,103934,48228,44625,150626,NA,45672,NA,77744,121493
"MLRD","MALLA REDDY COLLEGE OF ENGG TECHNOLOGY AUTONOMOUS MYSAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",28047,31584,30390,35264,120394,153340,101491,102909,66556,65723,40652,39790,132628,NA,42576,41168,54129,68897
"CMRM","CMR INSTITUTE OF TECHNOLOGY AUTONOMOUS KANDLAKOYA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",28078,24429,24288,29203,144595,92745,91596,117233,58515,59528,37227,34553,30323,NA,41856,35109,63711,62743
"OUCT","O U COLLEGE OF TECH HYDERABAD HYDERABAD","CHEMICAL ENGINEERING",28092,20527,28750,59960,64834,64517,50064,50044,65612,68924,33735,44412,42881,NA,37823,33725,46201,64791
"KMCE","KESHAV MEMORIAL COLLEGE OF ENGINEERING IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",28314,29838,27292,33341,145535,147145,121216,129764,48344,66523,38980,46790,32700,NA,38598,43856,91121,NA
"JNTM","JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI MANTHANI","COMPUTER SCIENCE AND ENGINEERING",28320,25032,50525,51061,65348,79939,51000,94204,38192,36240,38771,37064,NA,35211,29939,34513,NA,71242
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH AUTONOMOUS BACHUPALLY","CIVIL ENGINEERING",28386,28937,26007,NA,49096,40873,60999,NA,44187,72452,49730,NA,NA,NA,30266,53478,NA,NA
"VJEC","V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH BACHUPALLY","AUTOMOBILE ENGINEERING",28415,39422,27803,44421,111020,114968,85557,67359,67601,74613,54486,54098,NA,NA,48233,66570,46260,NA
"VJIT","VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS MOINABAD","ELECTRONICS AND COMMUNICATION ENGINEERING",28460,26234,29517,32453,101972,91266,88580,114330,73073,64099,39983,38469,106031,37449,35386,40555,84952,82395
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",28508,28955,27183,30244,146925,91495,89414,97347,57774,74865,40163,40828,NA,131498,38822,35555,71097,84058
"VMEG","VARDHAMAN COLLEGE OF ENGINEERING AUTONOMOUS SHAMSHABAD","MECHANICAL ENGINEERING",28835,42567,37642,NA,77050,NA,63671,100239,75182,NA,50052,74391,NA,NA,44703,NA,55810,NA
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT AUTONOMOUS DUNDIGAL","COMPUTER SCIENCE AND ENGINEERING",28974,29891,29074,31691,92177,89919,97539,104149,65493,61400,48312,45426,115213,59561,40923,38339,60777,83485
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",29110,25943,25743,30408,122245,71269,84149,84696,61551,62797,41155,43271,36416,NA,38363,37876,52247,60478
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",29149,30932,27205,31998,77808,77747,78616,89030,65679,54996,38428,40398,125034,35708,39775,38731,58574,NA
"KITS","KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI WARANGAL","INFORMATION TECHNOLOGY",29656,28520,30458,37275,89333,82915,95698,93148,78644,73811,41263,39125,NA,41063,53006,43106,61939,66750
"JNTH","JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD HYDERABAD","METALLURGICAL ENGINEERING",29697,27097,37535,39372,49845,33117,47826,70018,96046,77561,42185,49991,118646,NA,44455,42288,60175,38327
"MLRD","MALLA REDDY COLLEGE OF ENGG TECHNOLOGY AUTONOMOUS MYSAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",29939,34809,30525,34617,120866,72614,63280,117820,69060,61859,45922,51147,88275,NA,37917,52783,47708,NA
"CMRG","CMR TECHNICAL CAMPUS AUTONOMOUS KANDLAKOYA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",29948,30309,27896,32101,89996,79902,98106,104089,61125,41674,42176,41077,97106,NA,36787,41996,55682,67929
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT AUTONOMOUS DUNDIGAL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",30139,28051,30184,35056,100391,107546,108454,143032,70415,59567,46425,49170,140324,NA,43089,40450,55289,87210
"GNIT","GURUNANAK INST OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",30204,27269,30068,33994,121990,88653,80726,83074,70780,73886,42943,39335,48815,NA,47106,41087,69179,68289
"JNTHMT","JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH 5 YEAR INTEGRATED MTECH SELF FINANCE KUKATPALLY","BTECH MECHANICAL WITH MTECH THERMAL ENGG",30217,40182,29524,129812,134000,143021,54331,130433,97722,NA,53172,95283,48344,NA,55012,50715,98370,106691
"BVRI","B V RAJU INSTITUTE OF TECHNOLOGY NARSAPUR","MECHANICAL ENGINEERING",30239,42301,32210,48148,115192,117532,84895,153649,81774,130159,64290,86599,NA,NA,40017,75045,92408,NA
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS KEESARA","ELECTRICAL AND ELECTRONICS ENGINEERING",30298,31389,30965,43022,102984,119116,88401,124882,95511,115671,61876,43705,NA,NA,37938,56216,103694,NA
"CMRM","CMR INSTITUTE OF TECHNOLOGY AUTONOMOUS KANDLAKOYA","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",30415,26383,24473,28887,94736,90569,89216,114481,63611,66691,41644,39764,NA,115439,37468,39003,61510,71415
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",30556,31114,28455,31638,92306,139688,94033,106319,59064,64621,42732,40851,NA,NA,38088,41553,66108,93179
"CBIT","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY GANDIPET","BIOTECHNOLOGY",30560,29485,44042,44257,118383,99079,121015,90167,85237,100915,58001,44446,NA,NA,50344,41694,70033,111043
"JNTM","JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI MANTHANI","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",30876,27665,55223,69493,63241,62490,85607,96537,41723,54733,42959,44238,NA,NA,47178,42405,75888,NA
"JNTSSF","JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR SELF FINANCE SULTANPUR","COMPUTER SCIENCE AND ENGINEERING",31096,26693,38108,52486,141014,81645,46447,90971,65283,62540,41748,39331,NA,NA,36363,52002,62633,76733
"KUWL","KU COLLEGE OF ENGINEERING AND TECHNOLOGY WARANGAL","ELECTRONICS AND COMMUNICATION ENGINEERING",31399,23652,36299,32720,69359,74354,62269,45817,76967,50705,42876,40478,NA,36645,42836,39664,87892,NA
"VGNT","VIGNAN INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS DESHMUKHI","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",31455,30206,40896,42196,129026,117066,113157,90792,88599,91132,58820,51281,NA,NA,52010,54267,78454,NA
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","INFORMATION TECHNOLOGY",31781,34715,33008,37641,159851,135615,110348,129499,72245,69438,49304,47372,NA,NA,44650,47146,78712,64525
"ACEG","A C E ENGINEERING COLLEGE AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING IOT",31809,33679,NA,38849,115458,122753,142377,144530,75615,89170,44221,44153,NA,NA,46165,53529,95014,87633
"MLID","M L R INSTITUTE OF TECHNOLOGY AUTONOMOUS DUNDIGAL","AERONAUTICAL ENGINEERING",32209,29545,37216,40622,84335,81474,126586,147580,100060,94128,59589,72163,NA,NA,52036,51670,51485,109186
"CVRH","CVR COLLEGE OF ENGINEERING IBRAHIMPATAN","MECHANICAL ENGINEERING",32212,NA,30297,NA,92027,154826,69693,136732,82495,NA,58247,67788,NA,NA,39589,NA,NA,NA
"CMRK","C M R COLLEGE OF ENGG AND TECHNOLOGY KANDLAKOYA","ELECTRICAL AND ELECTRONICS ENGINEERING",32251,31263,41748,NA,155494,113568,78117,142689,86873,NA,37428,NA,48157,NA,50735,60634,NA,NA
"MLID","M L R INSTITUTE OF TECHNOLOGY AUTONOMOUS DUNDIGAL","ELECTRONICS AND COMMUNICATION ENGINEERING",32595,25754,29843,35767,89455,83012,116568,136253,66255,80543,45721,42456,NA,NA,44945,46847,73771,107906
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS BANDLAGUDA","COMPUTER SCIENCE AND ENGINEERING",32727,30699,37266,42318,104943,105270,107426,87769,86998,92337,53638,54034,NA,NA,43800,45205,49877,52076
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS YENKAPALLY","COMPUTER SCIENCE AND ENGINEERING",32863,29003,34596,38939,145850,151638,101522,122356,86499,76001,50775,46579,43717,144816,42383,48237,60653,68865
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT AUTONOMOUS MEDCHAL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",32869,34152,32140,36195,100490,108887,131644,90353,63993,66190,44625,44505,NA,NA,44969,44337,51809,54819
